"stakeholder","name","topic","total_topic","total_sent","prop"
"funders","National Natural Science Foundation","3",18,35,0.5142857142857142
"funders","National Natural Science Foundation","4",NA,NA,0
"funders","National Research Council Italy","1",NA,NA,0
"funders","National Research Council Italy","2",NA,NA,0
"funders","National Research Council Italy","3",NA,NA,0
"funders","National Research Council Italy","4",6,6,1
"funders","National Science Foundation","1",2,26,0.07692307692307693
"funders","National Science Foundation","2",18,26,0.6923076923076923
"funders","National Science Foundation","3",5,26,0.19230769230769232
"funders","National Science Foundation","4",1,26,0.038461538461538464
"funders","NERC","1",NA,NA,0
"funders","NERC","2",4,30,0.13333333333333333
"funders","NERC","3",24,30,0.8
"funders","NERC","4",2,30,0.06666666666666667
"funders","NRC Egypt","1",NA,NA,0
"funders","NRC Egypt","2",1,7,0.14285714285714285
"funders","NRC Egypt","3",2,7,0.2857142857142857
"funders","NRC Egypt","4",4,7,0.5714285714285714
"funders","NRF South Africa","1",1,10,0.1
"funders","NRF South Africa","2",3,10,0.3
"funders","NRF South Africa","3",5,10,0.5
"funders","NRF South Africa","4",1,10,0.1
"funders","NSERC","1",2,20,0.1
"funders","NSERC","2",2,20,0.1
"funders","NSERC","3",15,20,0.75
"funders","NSERC","4",1,20,0.05
"funders","Russian Academy of Science","1",8,11,0.7272727272727273
"funders","Russian Academy of Science","2",NA,NA,0
"funders","Russian Academy of Science","3",3,11,0.2727272727272727
"funders","Russian Academy of Science","4",NA,NA,0
"funders","Sea World Research and Rescue Foundation","1",NA,NA,0
"funders","Sea World Research and Rescue Foundation","2",NA,NA,0
"funders","Sea World Research and Rescue Foundation","3",8,8,1
"funders","Sea World Research and Rescue Foundation","4",NA,NA,0
"funders","Spanish National Research Council","1",2,5,0.4
"funders","Spanish National Research Council","2",NA,NA,0
"funders","Spanish National Research Council","3",1,5,0.2
"funders","Spanish National Research Council","4",2,5,0.4
"funders","The Daimler and Benz Foundation","1",5,11,0.45454545454545453
"funders","The Daimler and Benz Foundation","2",5,11,0.45454545454545453
"funders","The Daimler and Benz Foundation","3",NA,NA,0
"funders","The Daimler and Benz Foundation","4",1,11,0.09090909090909091
"funders","The French National Research Agency","1",NA,NA,0
"funders","The French National Research Agency","2",2,14,0.14285714285714285
"funders","The French National Research Agency","3",8,14,0.5714285714285714
"funders","The French National Research Agency","4",4,14,0.2857142857142857
"funders","Wellcome","1",1,34,0.029411764705882353
"funders","Wellcome","2",27,34,0.7941176470588235
"funders","Wellcome","3",4,34,0.11764705882352941
"funders","Wellcome","4",2,34,0.058823529411764705
"journals","American Naturalist","1",NA,NA,0
"journals","American Naturalist","2",NA,NA,0
"journals","American Naturalist","3",NA,NA,0
"journals","American Naturalist","4",3,3,1
"journals","Annual Review of Ecology Evolution and Systematics","1",NA,NA,0
"journals","Annual Review of Ecology Evolution and Systematics","2",1,2,0.5
"journals","Annual Review of Ecology Evolution and Systematics","3",1,2,0.5
"journals","Annual Review of Ecology Evolution and Systematics","4",NA,NA,0
"journals","Biological Conservation","1",3,7,0.42857142857142855
"journals","Biological Conservation","2",NA,NA,0
"journals","Biological Conservation","3",4,7,0.5714285714285714
"journals","Biological Conservation","4",NA,NA,0
"journals","BioSciences","1",2,5,0.4
"journals","BioSciences","2",3,5,0.6
"journals","BioSciences","3",NA,NA,0
"journals","BioSciences","4",NA,NA,0
"journals","Conservation Biology","1",NA,NA,0
"journals","Conservation Biology","2",1,10,0.1
"journals","Conservation Biology","3",3,10,0.3
"journals","Conservation Biology","4",6,10,0.6
"journals","Ecological Applications","1",NA,NA,0
"journals","Ecological Applications","2",NA,NA,0
"journals","Ecological Applications","3",14,14,1
"journals","Ecological Applications","4",NA,NA,0
"journals","Ecology Letters","1",4,7,0.5714285714285714
"journals","Ecology Letters","2",3,7,0.42857142857142855
"journals","Ecology Letters","3",NA,NA,0
"journals","Ecology Letters","4",NA,NA,0
"journals","Ecology","1",5,16,0.3125
"journals","Ecology","2",NA,NA,0
"journals","Ecology","3",11,16,0.6875
"journals","Ecology","4",NA,NA,0
"journals","Evolution","1",NA,NA,0
"journals","Evolution","2",1,3,0.3333333333333333
"journals","Evolution","3",2,3,0.6666666666666666
"journals","Evolution","4",NA,NA,0
"journals","Frontiers in Ecology and the Environment","1",NA,NA,0
"journals","Frontiers in Ecology and the Environment","2",1,4,0.25
"journals","Frontiers in Ecology and the Environment","3",3,4,0.75
"journals","Frontiers in Ecology and the Environment","4",NA,NA,0
"journals","Global Change Biology","1",NA,NA,0
"journals","Global Change Biology","2",1,6,0.16666666666666666
"journals","Global Change Biology","3",5,6,0.8333333333333334
"journals","Global Change Biology","4",NA,NA,0
"journals","Journal of Applied Ecology","1",NA,NA,0
"journals","Journal of Applied Ecology","2",NA,NA,0
"journals","Journal of Applied Ecology","3",4,4,1
"journals","Journal of Applied Ecology","4",NA,NA,0
"journals","Nature Ecology and Evolution","1",NA,NA,0
"journals","Nature Ecology and Evolution","2",2,5,0.4
"journals","Nature Ecology and Evolution","3",2,5,0.4
"journals","Nature Ecology and Evolution","4",1,5,0.2
"journals","Philosophical Transactions of the Royal Society B","1",4,8,0.5
"journals","Philosophical Transactions of the Royal Society B","2",3,8,0.375
"journals","Philosophical Transactions of the Royal Society B","3",NA,NA,0
"journals","Philosophical Transactions of the Royal Society B","4",1,8,0.125
"journals","Proceedings of the Royal Society B Biological Sciences","1",1,10,0.1
"journals","Proceedings of the Royal Society B Biological Sciences","2",2,10,0.2
"journals","Proceedings of the Royal Society B Biological Sciences","3",1,10,0.1
"journals","Proceedings of the Royal Society B Biological Sciences","4",6,10,0.6
"journals","Trends in Ecology & Evolution","1",3,7,0.42857142857142855
"journals","Trends in Ecology & Evolution","2",1,7,0.14285714285714285
"journals","Trends in Ecology & Evolution","3",3,7,0.42857142857142855
"journals","Trends in Ecology & Evolution","4",NA,NA,0
"journals","Arctic, Antarctic, and Alpine Research","1",NA,NA,0
"journals","Arctic, Antarctic, and Alpine Research","2",2,10,0.2
"journals","Arctic, Antarctic, and Alpine Research","3",8,10,0.8
"journals","Arctic, Antarctic, and Alpine Research","4",NA,NA,0
"journals","Biogeosciences","1",3,8,0.375
"journals","Biogeosciences","2",2,8,0.25
"journals","Biogeosciences","3",2,8,0.25
"journals","Biogeosciences","4",1,8,0.125
"journals","Conservation Letters","1",2,5,0.4
"journals","Conservation Letters","2",NA,NA,0
"journals","Conservation Letters","3",NA,NA,0
"journals","Conservation Letters","4",3,5,0.6
"journals","Diversity and Distributions","1",1,10,0.1
"journals","Diversity and Distributions","2",NA,NA,0
"journals","Diversity and Distributions","3",9,10,0.9
"journals","Diversity and Distributions","4",NA,NA,0
"journals","Ecology and Evolution","1",40,53,0.7547169811320755
"journals","Ecology and Evolution","2",11,53,0.20754716981132076
"journals","Ecology and Evolution","3",2,53,0.03773584905660377
"journals","Ecology and Evolution","4",NA,NA,0
"journals","Ecology and Society","1",3,16,0.1875
"journals","Ecology and Society","2",1,16,0.0625
"journals","Ecology and Society","3",12,16,0.75
"journals","Ecology and Society","4",NA,NA,0
"journals","eLifeJournal","1",1,1,1
"journals","eLifeJournal","2",NA,NA,0
"journals","eLifeJournal","3",NA,NA,0
"journals","eLifeJournal","4",NA,NA,0
"journals","Evolution Letters","1",3,8,0.375
"journals","Evolution Letters","2",2,8,0.25
"journals","Evolution Letters","3",3,8,0.375
"journals","Evolution Letters","4",NA,NA,0
"journals","Evolutionary Applications","1",3,13,0.23076923076923078
"journals","Evolutionary Applications","2",7,13,0.5384615384615384
"journals","Evolutionary Applications","3",3,13,0.23076923076923078
"journals","Evolutionary Applications","4",NA,NA,0
"journals","Frontiers in Ecology and Evolution","1",1,8,0.125
"journals","Frontiers in Ecology and Evolution","2",2,8,0.25
"journals","Frontiers in Ecology and Evolution","3",3,8,0.375
"journals","Frontiers in Ecology and Evolution","4",2,8,0.25
"journals","Neobiota","1",19,28,0.6785714285714286
"journals","Neobiota","2",1,28,0.03571428571428571
"journals","Neobiota","3",8,28,0.2857142857142857
"journals","Neobiota","4",NA,NA,0
"journals","PeerJJournal","1",NA,NA,0
"journals","PeerJJournal","2",4,4,1
"journals","PeerJJournal","3",NA,NA,0
"journals","PeerJJournal","4",NA,NA,0
"journals","Plos Biology","1",16,32,0.5
"journals","Plos Biology","2",6,32,0.1875
"journals","Plos Biology","3",2,32,0.0625
"journals","Plos Biology","4",8,32,0.25
"journals","Remote Sensing in Ecology and Conservation","1",NA,NA,0
"journals","Remote Sensing in Ecology and Conservation","2",NA,NA,0
"journals","Remote Sensing in Ecology and Conservation","3",6,6,1
"journals","Remote Sensing in Ecology and Conservation","4",NA,NA,0
"publishers","AIBS","1",NA,NA,0
"publishers","AIBS","2",NA,NA,0
"publishers","AIBS","3",1,5,0.2
"publishers","AIBS","4",4,5,0.8
"publishers","Annual Reviews","1",1,8,0.125
"publishers","Annual Reviews","2",4,8,0.5
"publishers","Annual Reviews","3",2,8,0.25
"publishers","Annual Reviews","4",1,8,0.125
"publishers","BioOne","1",NA,NA,0
"publishers","BioOne","2",NA,NA,0
"publishers","BioOne","3",1,1,1
"publishers","BioOne","4",NA,NA,0
"publishers","eLife","1",2,5,0.4
"publishers","eLife","2",3,5,0.6
"publishers","eLife","3",NA,NA,0
"publishers","eLife","4",NA,NA,0
"publishers","Frontiers","1",NA,NA,0
"publishers","Frontiers","2",6,11,0.5454545454545454
"publishers","Frontiers","3",3,11,0.2727272727272727
"publishers","Frontiers","4",2,11,0.18181818181818182
"publishers","Resilience Alliance","1",1,5,0.2
"publishers","Resilience Alliance","2",1,5,0.2
"publishers","Resilience Alliance","3",2,5,0.4
"publishers","Resilience Alliance","4",1,5,0.2
"publishers","The Royal Society Publishing","1",NA,NA,0
"publishers","The Royal Society Publishing","2",2,2,1
"publishers","The Royal Society Publishing","3",NA,NA,0
"publishers","The Royal Society Publishing","4",NA,NA,0
"publishers","The University of Chicago Press","1",NA,NA,0
"publishers","The University of Chicago Press","2",6,11,0.5454545454545454
"publishers","The University of Chicago Press","3",2,11,0.18181818181818182
"publishers","The University of Chicago Press","4",3,11,0.2727272727272727
"publishers","Cell Press","1",3,23,0.13043478260869565
"publishers","Cell Press","2",15,23,0.6521739130434783
"publishers","Cell Press","3",2,23,0.08695652173913043
"publishers","Cell Press","4",3,23,0.13043478260869565
"publishers","Elsevier","1",2,29,0.06896551724137931
"publishers","Elsevier","2",3,29,0.10344827586206896
"publishers","Elsevier","3",9,29,0.3103448275862069
"publishers","Elsevier","4",15,29,0.5172413793103449
"publishers","PeerJ","1",3,15,0.2
"publishers","PeerJ","2",1,15,0.06666666666666667
"publishers","PeerJ","3",10,15,0.6666666666666666
"publishers","PeerJ","4",1,15,0.06666666666666667
"publishers","Pensoft","1",1,7,0.14285714285714285
"publishers","Pensoft","2",3,7,0.42857142857142855
"publishers","Pensoft","3",2,7,0.2857142857142857
"publishers","Pensoft","4",1,7,0.14285714285714285
"publishers","PLOS","1",7,11,0.6363636363636364
"publishers","PLOS","2",1,11,0.09090909090909091
"publishers","PLOS","3",2,11,0.18181818181818182
"publishers","PLOS","4",1,11,0.09090909090909091
"publishers","Springer Nature","1",1,7,0.14285714285714285
"publishers","Springer Nature","2",1,7,0.14285714285714285
"publishers","Springer Nature","3",4,7,0.5714285714285714
"publishers","Springer Nature","4",1,7,0.14285714285714285
"publishers","Wiley","1",4,14,0.2857142857142857
"publishers","Wiley","2",4,14,0.2857142857142857
"publishers","Wiley","3",3,14,0.21428571428571427
"publishers","Wiley","4",3,14,0.21428571428571427
"repositories","Australian Antarctic Data Centre","1",7,8,0.875
"repositories","Australian Antarctic Data Centre","2",NA,NA,0
"repositories","Australian Antarctic Data Centre","3",1,8,0.125
"repositories","Australian Antarctic Data Centre","4",NA,NA,0
"repositories","BCO-DMO","1",1,4,0.25
"repositories","BCO-DMO","2",NA,NA,0
"repositories","BCO-DMO","3",3,4,0.75
"repositories","BCO-DMO","4",NA,NA,0
"repositories","bioRxiv","1",3,9,0.3333333333333333
"repositories","bioRxiv","2",4,9,0.4444444444444444
"repositories","bioRxiv","3",2,9,0.2222222222222222
"repositories","bioRxiv","4",NA,NA,0
"repositories","DNA Databank of Japan","1",1,13,0.07692307692307693
"repositories","DNA Databank of Japan","2",NA,NA,0
"repositories","DNA Databank of Japan","3",12,13,0.9230769230769231
"repositories","DNA Databank of Japan","4",NA,NA,0
"repositories","Dryad","1",2,11,0.18181818181818182
"repositories","Dryad","2",8,11,0.7272727272727273
"repositories","Dryad","3",NA,NA,0
"repositories","Dryad","4",1,11,0.09090909090909091
"repositories","EcoEvoRxiv","1",1,5,0.2
"repositories","EcoEvoRxiv","2",2,5,0.4
"repositories","EcoEvoRxiv","3",2,5,0.4
"repositories","EcoEvoRxiv","4",NA,NA,0
"repositories","European Bioinformatics Institute","1",1,21,0.047619047619047616
"repositories","European Bioinformatics Institute","2",8,21,0.38095238095238093
"repositories","European Bioinformatics Institute","3",10,21,0.47619047619047616
"repositories","European Bioinformatics Institute","4",2,21,0.09523809523809523
"repositories","Figshare","1",2,25,0.08
"repositories","Figshare","2",15,25,0.6
"repositories","Figshare","3",8,25,0.32
"repositories","Figshare","4",NA,NA,0
"repositories","GBIF","1",3,6,0.5
"repositories","GBIF","2",2,6,0.3333333333333333
"repositories","GBIF","3",1,6,0.16666666666666666
"repositories","GBIF","4",NA,NA,0
"repositories","Harvard Dataverse","1",4,4,1
"repositories","Harvard Dataverse","2",NA,NA,0
"repositories","Harvard Dataverse","3",NA,NA,0
"repositories","Harvard Dataverse","4",NA,NA,0
"repositories","KNB","1",8,18,0.4444444444444444
"repositories","KNB","2",6,18,0.3333333333333333
"repositories","KNB","3",4,18,0.2222222222222222
"repositories","KNB","4",NA,NA,0
"repositories","Marine Data Archive","1",NA,NA,0
"repositories","Marine Data Archive","2",2,2,1
"repositories","Marine Data Archive","3",NA,NA,0
"repositories","Marine Data Archive","4",NA,NA,0
"repositories","NCBI","1",NA,NA,0
"repositories","NCBI","2",7,10,0.7
"repositories","NCBI","3",2,10,0.2
"repositories","NCBI","4",1,10,0.1
"repositories","OSF","1",1,10,0.1
"repositories","OSF","2",4,10,0.4
"repositories","OSF","3",2,10,0.2
"repositories","OSF","4",3,10,0.3
"repositories","TERN","1",2,2,1
"repositories","TERN","2",NA,NA,0
"repositories","TERN","3",NA,NA,0
"repositories","TERN","4",NA,NA,0
"repositories","World Data Center for Climate","1",3,13,0.23076923076923078
"repositories","World Data Center for Climate","2",4,13,0.3076923076923077
"repositories","World Data Center for Climate","3",5,13,0.38461538461538464
"repositories","World Data Center for Climate","4",1,13,0.07692307692307693
"repositories","Zenodo","1",14,21,0.6666666666666666
"repositories","Zenodo","2",2,21,0.09523809523809523
"repositories","Zenodo","3",5,21,0.23809523809523808
"repositories","Zenodo","4",NA,NA,0
"societies","American Society of Naturalists","1",2,15,0.13333333333333333
"societies","American Society of Naturalists","2",6,15,0.4
"societies","American Society of Naturalists","3",4,15,0.26666666666666666
"societies","American Society of Naturalists","4",3,15,0.2
"societies","Australasian Evolution Society","1",NA,NA,0
"societies","Australasian Evolution Society","2",4,4,1
"societies","Australasian Evolution Society","3",NA,NA,0
"societies","Australasian Evolution Society","4",NA,NA,0
"societies","British Ecological Society","1",NA,NA,0
"societies","British Ecological Society","2",2,9,0.2222222222222222
"societies","British Ecological Society","3",5,9,0.5555555555555556
"societies","British Ecological Society","4",2,9,0.2222222222222222
"societies","Ecological Society of America","1",NA,NA,0
"societies","Ecological Society of America","2",NA,NA,0
"societies","Ecological Society of America","3",4,4,1
"societies","Ecological Society of America","4",NA,NA,0
"societies","Ecological Society of Australia","1",NA,NA,0
"societies","Ecological Society of Australia","2",NA,NA,0
"societies","Ecological Society of Australia","3",13,14,0.9285714285714286
"societies","Ecological Society of Australia","4",1,14,0.07142857142857142
"societies","European Society for Evolutionary Biology","1",NA,NA,0
"societies","European Society for Evolutionary Biology","2",NA,NA,0
"societies","European Society for Evolutionary Biology","3",3,3,1
"societies","European Society for Evolutionary Biology","4",NA,NA,0
"societies","National Academy of Sciences","1",6,9,0.6666666666666666
"societies","National Academy of Sciences","2",NA,NA,0
"societies","National Academy of Sciences","3",1,9,0.1111111111111111
"societies","National Academy of Sciences","4",2,9,0.2222222222222222
"societies","Royal Society Te Aparangi","1",4,23,0.17391304347826086
"societies","Royal Society Te Aparangi","2",1,23,0.043478260869565216
"societies","Royal Society Te Aparangi","3",13,23,0.5652173913043478
"societies","Royal Society Te Aparangi","4",5,23,0.21739130434782608
"societies","Society for the Study of Evolution","1",NA,NA,0
"societies","Society for the Study of Evolution","2",3,3,1
"societies","Society for the Study of Evolution","3",NA,NA,0
"societies","Society for the Study of Evolution","4",NA,NA,0
"societies","SORTEE","1",1,3,0.3333333333333333
"societies","SORTEE","2",NA,NA,0
"societies","SORTEE","3",2,3,0.6666666666666666
"societies","SORTEE","4",NA,NA,0
"societies","The Royal Society","1",NA,NA,0
"societies","The Royal Society","2",NA,NA,0
"societies","The Royal Society","3",2,3,0.6666666666666666
"societies","The Royal Society","4",1,3,0.3333333333333333
"societies","The Society for Conservation Biology","1",NA,NA,0
"societies","The Society for Conservation Biology","2",4,22,0.18181818181818182
"societies","The Society for Conservation Biology","3",6,22,0.2727272727272727
"societies","The Society for Conservation Biology","4",12,22,0.5454545454545454
"societies","The Zoological Society of London","1",4,28,0.14285714285714285
"societies","The Zoological Society of London","2",18,28,0.6428571428571429
"societies","The Zoological Society of London","3",5,28,0.17857142857142858
"societies","The Zoological Society of London","4",1,28,0.03571428571428571
