present_in_dict,word,present_BUS,present_UNESCO,present_book,sum
1,photograph,0,0,1,1
1,pinnated,0,0,1,1
1,premium,1,0,0,1
1,puma,0,0,1,1
1,splendid,0,0,1,1
1,afford,0,0,1,1
1,cattle,0,0,1,1
1,continue,0,0,1,1
1,corn,0,0,1,1
1,enormous,0,0,1,1
1,rear,0,0,1,1
1,render,0,0,1,1
1,seal,0,0,1,1
1,condor,0,0,1,1
1,english,0,0,1,1
1,finally,0,0,1,1
1,sanctuary,0,0,1,1
1,strange,0,0,1,1
1,tame,0,0,1,1
1,vermont,0,0,1,1
1,virginia,0,0,1,1
1,annuity,1,0,0,1
1,captivity,0,0,1,1
1,connecticut,0,0,1,1
1,firearm,0,0,1,1
1,inhabit,0,0,1,1
1,rapidly,0,0,1,1
1,starve,0,0,1,1
1,surely,0,0,1,1
1,tern,0,0,1,1
1,town,0,0,1,1
1,wilderness,0,0,1,1
1,boll,0,0,1,1
1,curve,1,0,0,1
1,greatly,0,0,1,1
1,map,0,0,1,1
1,marsh,0,0,1,1
1,moth,0,0,1,1
1,mule,0,0,1,1
1,pair,0,0,1,1
1,pick,0,0,1,1
1,send,0,0,1,1
1,shorebird,0,0,1,1
1,territory,0,0,1,1
1,actor,0,1,0,1
1,bob,0,0,1,1
1,destructive,0,0,1,1
1,idaho,0,0,1,1
1,kansas,0,0,1,1
1,laysan,0,0,1,1
1,male,0,0,1,1
1,millinery,0,0,1,1
1,recently,0,0,1,1
1,snowy,0,0,1,1
1,swap,1,0,0,1
1,civilise,0,0,1,1
1,cut,0,0,1,1
1,district,0,0,1,1
1,earth,0,0,1,1
1,enter,0,0,1,1
1,fairly,0,0,1,1
1,liability,1,0,0,1
1,magazine,0,0,1,1
1,page,0,0,1,1
1,pond,0,0,1,1
1,appeal,0,0,1,1
1,eye,0,0,1,1
1,maine,0,0,1,1
1,represent,0,0,1,1
1,beaver,0,0,1,1
1,flesh,0,0,1,1
1,margin,1,0,0,1
1,obtain,0,0,1,1
1,parrakeet,0,0,1,1
1,passage,0,0,1,1
1,railway,0,0,1,1
1,shooter,0,0,1,1
1,sight,0,0,1,1
1,snipe,0,0,1,1
1,snow,0,0,1,1
1,stream,0,0,1,1
1,waterfowl,0,0,1,1
1,charles,0,0,1,1
1,chiefly,0,0,1,1
1,dakota,0,0,1,1
1,eagle,0,0,1,1
1,eskimo,0,0,1,1
1,mcilhenny,0,0,1,1
1,palmer,0,0,1,1
1,partly,0,0,1,1
1,sharp,0,0,1,1
1,shotgun,0,0,1,1
1,survive,0,0,1,1
1,swallow,0,0,1,1
1,variable,1,0,0,1
1,venezuela,0,0,1,1
1,visit,0,0,1,1
1,answer,0,0,1,1
1,buck,0,0,1,1
1,currency,1,0,0,1
1,devour,0,0,1,1
1,doubt,0,0,1,1
1,dozen,0,0,1,1
1,escape,0,0,1,1
1,excellent,0,0,1,1
1,forever,0,0,1,1
1,hill,0,0,1,1
1,ohio,0,0,1,1
1,oregon,0,0,1,1
1,rat,0,0,1,1
1,wilson,0,0,1,1
1,aigrettes,0,0,1,1
1,arizona,0,0,1,1
1,entitle,0,0,1,1
1,pittsburgh,0,0,1,1
1,possess,0,0,1,1
1,prong,0,0,1,1
1,scarce,0,0,1,1
1,testimony,0,0,1,1
1,turn,0,0,1,1
1,accomplish,0,0,1,1
1,alabama,0,0,1,1
1,atlantic,0,0,1,1
1,author,0,0,1,1
1,bay,0,0,1,1
1,complete,0,0,1,1
1,danger,0,0,1,1
1,deserve,0,0,1,1
1,gull,0,0,1,1
1,illinois,0,0,1,1
1,monument,0,0,1,1
1,protector,0,0,1,1
1,repeal,0,0,1,1
1,sign,0,0,1,1
1,tennessee,0,0,1,1
1,utah,0,0,1,1
1,abundant,0,0,1,1
1,beetle,0,0,1,1
1,describe,0,0,1,1
1,enactment,0,0,1,1
1,habit,0,0,1,1
1,indiana,0,0,1,1
1,literally,0,0,1,1
1,mississippi,0,0,1,1
1,naturally,0,0,1,1
1,ornithologist,0,0,1,1
1,professor,0,0,1,1
1,savage,0,0,1,1
1,wheat,0,0,1,1
1,wonderful,0,0,1,1
1,zoologist,0,0,1,1
1,albatross,0,0,1,1
1,arouse,0,0,1,1
1,clean,0,0,1,1
1,collaboration,0,1,0,1
1,haunt,0,0,1,1
1,inch,0,0,1,1
1,mongoose,0,0,1,1
1,nebraska,0,0,1,1
1,nuisance,0,0,1,1
1,owe,0,0,1,1
1,pot,0,0,1,1
1,procure,0,0,1,1
1,unemployment,1,0,0,1
1,abundance,0,0,1,1
1,affect,0,0,1,1
1,butcher,0,0,1,1
1,currituck,0,0,1,1
1,difficult,0,0,1,1
1,disappearance,0,0,1,1
1,dutcher,0,0,1,1
1,glacier,0,0,1,1
1,grower,0,0,1,1
1,hungry,0,0,1,1
1,inflation,1,0,0,1
1,jungle,0,0,1,1
1,killdeer,0,0,1,1
1,labrador,0,0,1,1
1,mallard,0,0,1,1
1,not,0,0,1,1
1,plague,0,0,1,1
1,poacher,0,0,1,1
1,possibly,0,0,1,1
1,rest,0,0,1,1
1,seton,0,0,1,1
1,steadily,0,0,1,1
1,sunday,0,0,1,1
1,throw,0,0,1,1
1,utterly,0,0,1,1
1,and,0,0,1,1
1,blackbird,0,0,1,1
1,colour,0,0,1,1
1,die,0,0,1,1
1,enjoy,0,0,1,1
1,ensure,0,1,0,1
1,hummingbird,0,0,1,1
1,lover,0,0,1,1
1,manitoba,0,0,1,1
1,oklahoma,0,0,1,1
1,pleasure,0,0,1,1
1,poultry,0,0,1,1
1,refuse,0,0,1,1
1,remember,0,0,1,1
1,researcher,0,1,0,1
1,summer,0,0,1,1
1,ward,0,0,1,1
1,all,0,0,1,1
1,breast,0,0,1,1
1,brunswick,0,0,1,1
1,champion,0,0,1,1
1,codling,0,0,1,1
1,conclusion,0,0,1,1
1,corner,0,0,1,1
1,declare,0,0,1,1
1,detail,0,0,1,1
1,hay,0,0,1,1
1,hedge,1,0,0,1
1,introduction,0,0,1,1
1,legally,0,0,1,1
1,legitimate,0,0,1,1
1,lewis,0,0,1,1
1,lion,0,0,1,1
1,marginal,1,0,0,1
1,martin,0,0,1,1
1,missouri,0,0,1,1
1,mouse,0,0,1,1
1,northwestern,0,0,1,1
1,pioneer,0,0,1,1
1,portfolio,1,0,0,1
1,practical,0,0,1,1
1,prey,0,0,1,1
1,ready,0,0,1,1
1,salaried,0,0,1,1
1,scatter,0,0,1,1
1,shed,0,0,1,1
1,stomach,0,0,1,1
1,successfully,0,0,1,1
1,unesco,0,1,0,1
1,watch,0,0,1,1
1,weapon,0,0,1,1
1,wipe,0,0,1,1
1,alarm,0,0,1,1
1,argument,0,0,1,1
1,belief,0,0,1,1
1,conserve,0,0,1,1
1,consist,0,0,1,1
1,edward,0,0,1,1
1,forbush,0,0,1,1
1,fortunately,0,0,1,1
1,graze,0,0,1,1
1,in,0,0,1,1
1,investor,1,0,0,1
1,mount,0,0,1,1
1,neck,0,0,1,1
1,plentiful,0,0,1,1
1,prospector,0,0,1,1
1,purple,0,0,1,1
1,rank,0,0,1,1
1,retirement,1,0,0,1
1,rhinoceros,0,0,1,1
1,rookery,0,0,1,1
1,settle,0,0,1,1
1,shot,0,0,1,1
1,unprotected,0,0,1,1
1,voluntary,1,0,0,1
1,witness,0,0,1,1
1,busy,0,0,1,1
1,calamity,0,0,1,1
1,car,0,0,1,1
1,card,1,0,0,1
1,chance,0,0,1,1
1,considerable,0,0,1,1
1,coverage,1,0,0,1
1,dangerous,0,0,1,1
1,ear,0,0,1,1
1,forbid,0,0,1,1
1,heart,0,0,1,1
1,hoofed,0,0,1,1
1,intend,0,0,1,1
1,liquidity,1,0,0,1
1,maryland,0,0,1,1
1,observation,0,0,1,1
1,pension,1,0,0,1
1,plenty,0,0,1,1
1,prevail,0,0,1,1
1,prof,0,0,1,1
1,repeat,0,0,1,1
1,sandhill,0,0,1,1
1,scourge,0,0,1,1
1,settler,0,0,1,1
1,surround,0,0,1,1
1,trumpeter,0,0,1,1
1,wichita,0,0,1,1
1,acquire,0,0,1,1
1,arthur,0,0,1,1
1,awful,0,0,1,1
1,barren,0,0,1,1
1,beauty,0,0,1,1
1,calf,0,0,1,1
1,carefully,0,0,1,1
1,constitute,0,0,1,1
1,contrary,0,0,1,1
1,convince,0,0,1,1
1,decide,0,0,1,1
1,depreciation,1,0,0,1
1,desert,0,0,1,1
1,educate,0,0,1,1
1,fate,0,0,1,1
1,gameless,0,0,1,1
1,happen,0,0,1,1
1,ibis,0,0,1,1
1,it,0,0,1,1
1,jaw,0,0,1,1
1,killable,0,0,1,1
1,lay,0,0,1,1
1,lynx,0,0,1,1
1,monetary,1,0,0,1
1,mosquito,0,0,1,1
1,neighbour,0,0,1,1
1,outdoor,0,0,1,1
1,picture,0,0,1,1
1,secretary,0,0,1,1
1,senator,0,0,1,1
1,silver,0,0,1,1
1,successful,0,0,1,1
1,wise,0,0,1,1
1,ammunition,0,0,1,1
1,arbitrage,1,0,0,1
1,budget,1,0,0,1
1,exact,0,0,1,1
1,experiment,0,0,1,1
1,fatal,0,0,1,1
1,found,0,0,1,1
1,gardiner,0,0,1,1
1,grasshopper,0,0,1,1
1,guard,0,0,1,1
1,honour,0,0,1,1
1,illustrate,0,0,1,1
1,impose,0,0,1,1
1,inflict,0,0,1,1
1,inform,0,0,1,1
1,insectivorous,0,0,1,1
1,kentucky,0,0,1,1
1,oppose,0,0,1,1
1,oriole,0,0,1,1
1,peninsula,0,0,1,1
1,pursuit,0,0,1,1
1,rail,0,0,1,1
1,reader,0,0,1,1
1,salt,0,0,1,1
1,sense,0,0,1,1
1,separate,0,0,1,1
1,severe,0,0,1,1
1,societal,0,1,0,1
1,struggle,0,0,1,1
1,sufficiently,0,0,1,1
1,surprise,0,0,1,1
1,task,0,0,1,1
1,unknown,0,0,1,1
1,zealand,0,0,1,1
1,adult,0,0,1,1
1,arkansas,0,0,1,1
1,barn,0,0,1,1
1,coyote,0,0,1,1
1,depend,0,0,1,1
1,directly,0,0,1,1
1,disgrace,0,0,1,1
1,dowitcher,0,0,1,1
1,eventually,0,0,1,1
1,gulf,0,0,1,1
1,instantly,0,0,1,1
1,larva,0,0,1,1
1,leaf,0,0,1,1
1,light,0,0,1,1
1,locust,0,0,1,1
1,magnificent,0,0,1,1
1,mercy,0,0,1,1
1,mistake,0,0,1,1
1,occasion,0,0,1,1
1,partridge,0,0,1,1
1,pelican,0,0,1,1
1,perish,0,0,1,1
1,pisobia,0,0,1,1
1,portrait,0,0,1,1
1,posterity,0,0,1,1
1,recent,0,0,1,1
1,recreation,0,0,1,1
1,remarkable,0,0,1,1
1,saskatchewan,0,0,1,1
1,skunk,0,0,1,1
1,specially,0,0,1,1
1,sportsmanship,0,0,1,1
1,taste,0,0,1,1
1,tract,0,0,1,1
1,turnover,1,0,0,1
1,weasel,0,0,1,1
1,worthy,0,0,1,1
1,wound,0,0,1,1
1,antler,0,0,1,1
1,apparently,0,0,1,1
1,apple,0,0,1,1
1,arrest,0,0,1,1
1,avery,0,0,1,1
1,boat,0,0,1,1
1,cartridge,0,0,1,1
1,chart,1,0,0,1
1,chipmunk,0,0,1,1
1,completely,0,0,1,1
1,consideration,0,0,1,1
1,creek,0,0,1,1
1,crown,0,0,1,1
1,decoy,0,0,1,1
1,elect,0,0,1,1
1,endure,0,0,1,1
1,etf,1,0,0,1
1,expert,0,0,1,1
1,flamingo,0,0,1,1
1,hampshire,0,0,1,1
1,hat,0,0,1,1
1,hornaday,0,0,1,1
1,ignore,0,0,1,1
1,incidentally,0,0,1,1
1,indies,0,0,1,1
1,intelligent,0,0,1,1
1,irs,1,0,0,1
1,labourer,0,0,1,1
1,linnet,0,0,1,1
1,merger,1,0,0,1
1,murder,0,0,1,1
1,opposition,0,0,1,1
1,orchard,0,0,1,1
1,osborn,0,0,1,1
1,ox,0,0,1,1
1,pause,0,0,1,1
1,persistently,0,0,1,1
1,phalarope,0,0,1,1
1,philadelphia,0,0,1,1
1,pileated,0,0,1,1
1,pine,0,0,1,1
1,previous,0,0,1,1
1,prohibition,0,0,1,1
1,promptly,0,0,1,1
1,quebec,0,0,1,1
1,rock,0,0,1,1
1,saving,1,0,0,1
1,seize,0,0,1,1
1,selfish,0,0,1,1
1,similar,0,0,1,1
1,slight,0,0,1,1
1,strongly,0,0,1,1
1,t.s,0,0,1,1
1,talk,0,0,1,1
1,text,0,0,1,1
1,treat,0,0,1,1
1,undoubtedly,0,0,1,1
1,useless,0,0,1,1
1,vegetable,0,0,1,1
1,victim,0,0,1,1
1,volatility,1,0,0,1
1,walter,0,0,1,1
1,wee,0,0,1,1
1,admirable,0,0,1,1
1,awake,0,0,1,1
1,baltimore,0,0,1,1
1,beebe,0,0,1,1
1,cease,0,0,1,1
1,chase,0,0,1,1
1,cite,0,0,1,1
1,civilization,0,0,1,1
1,compel,0,0,1,1
1,defer,1,0,0,1
1,downham,0,0,1,1
1,electronic,1,0,0,1
1,expend,0,0,1,1
1,february,0,0,1,1
1,fiscal,1,0,0,1
1,folly,0,0,1,1
1,forget,0,0,1,1
1,fresh,0,0,1,1
1,god,0,0,1,1
1,grove,0,0,1,1
1,hudsonian,0,0,1,1
1,huge,0,0,1,1
1,hunger,0,0,1,1
1,illegally,0,0,1,1
1,imperative,0,0,1,1
1,lark,0,0,1,1
1,locate,0,0,1,1
1,magpie,0,0,1,1
1,marvellous,0,0,1,1
1,migrate,0,0,1,1
1,miner,0,0,1,1
1,musk,0,0,1,1
1,nevada,0,0,1,1
1,newspaper,0,0,1,1
1,nominal,1,0,0,1
1,otter,0,0,1,1
1,pet,0,0,1,1
1,prepare,0,0,1,1
1,previously,0,0,1,1
1,rod,0,0,1,1
1,shareholder,1,0,0,1
1,situate,0,0,1,1
1,son,0,0,1,1
1,strict,0,0,1,1
1,suffer,0,0,1,1
1,tower,0,0,1,1
1,trapper,0,0,1,1
1,treatment,0,0,1,1
1,trout,0,0,1,1
1,unable,0,0,1,1
1,vertical,1,0,0,1
1,victoria,0,0,1,1
1,w.b,0,0,1,1
1,waiver,1,0,0,1
1,wallace,0,0,1,1
1,wren,0,0,1,1
1,absence,0,0,1,1
1,acquisition,1,0,0,1
1,alaskan,0,0,1,1
1,annihilation,0,0,1,1
1,appal,0,0,1,1
1,arctic,0,0,1,1
1,ascertain,0,0,1,1
1,assure,0,0,1,1
1,auk,0,0,1,1
1,awaken,0,0,1,1
1,aware,0,0,1,1
1,boston,0,0,1,1
1,bounty,0,0,1,1
1,cal,0,0,1,1
1,canyon,0,0,1,1
1,carcass,0,0,1,1
1,careful,0,0,1,1
1,cedar,0,0,1,1
1,census,0,0,1,1
1,cock,0,0,1,1
1,col,0,0,1,1
1,comb,0,0,1,1
1,conceal,0,0,1,1
1,conspicuous,0,0,1,1
1,corporate,1,0,0,1
1,defeat,0,0,1,1
1,defender,0,0,1,1
1,enforcement,0,0,1,1
1,ernest,0,0,1,1
1,extra,0,0,1,1
1,famous,0,0,1,1
1,fla,0,0,1,1
1,georgia,0,0,1,1
1,godwit,0,0,1,1
1,grave,0,0,1,1
1,hair,0,0,1,1
1,host,0,0,1,1
1,immense,0,0,1,1
1,inhabitant,0,0,1,1
1,interbank,1,0,0,1
1,ivory,0,0,1,1
1,king,0,0,1,1
1,marten,0,0,1,1
1,meadow,0,0,1,1
1,mink,0,0,1,1
1,naturalist,0,0,1,1
1,no,0,0,1,1
1,northwest,0,0,1,1
1,nova,0,0,1,1
1,offence,0,0,1,1
1,one,0,0,1,1
1,parasite,0,0,1,1
1,pectoral,0,0,1,1
1,perfectly,0,0,1,1
1,powerful,0,0,1,1
1,proportion,0,0,1,1
1,railroad,0,0,1,1
1,ram,0,0,1,1
1,remedy,0,0,1,1
1,remote,0,0,1,1
1,rhodesia,0,0,1,1
1,roccolo,0,0,1,1
1,sambar,0,0,1,1
1,scarlet,0,0,1,1
1,shame,0,0,1,1
1,sincere,0,0,1,1
1,sincerely,0,0,1,1
1,slaughterer,0,0,1,1
1,snake,0,0,1,1
1,snare,0,0,1,1
1,southwestern,0,0,1,1
1,steal,0,0,1,1
1,stripe,0,0,1,1
1,sun,0,0,1,1
1,takeover,1,0,0,1
1,thrush,0,0,1,1
1,trip,0,0,1,1
1,trophy,0,0,1,1
1,underwrite,1,0,0,1
1,utility,1,0,0,1
1,variance,1,0,0,1
1,vary,0,0,1,1
1,venison,0,0,1,1
1,visitor,0,0,1,1
1,warbler,0,0,1,1
1,warfare,0,0,1,1
1,withstand,0,0,1,1
1,yukon,0,0,1,1
1,absurd,0,0,1,1
1,adirondacks,0,0,1,1
1,advice,0,0,1,1
1,battle,0,0,1,1
1,bone,0,0,1,1
1,breeder,0,0,1,1
1,carrick,0,0,1,1
1,cruel,0,0,1,1
1,dear,0,0,1,1
1,deficit,1,0,0,1
1,desirable,0,0,1,1
1,dialogue,0,1,0,1
1,disturb,0,0,1,1
1,do,0,0,1,1
1,e.a,0,0,1,1
1,e.t,0,0,1,1
1,elasticity,1,0,0,1
1,empty,0,0,1,1
1,equally,0,0,1,1
1,equilibrium,1,0,0,1
1,excuse,0,0,1,1
1,exhibit,0,0,1,1
1,expedition,0,0,1,1
1,framework,0,1,0,1
1,girl,0,0,1,1
1,grebe,0,0,1,1
1,greedy,0,0,1,1
1,gypsy,0,0,1,1
1,honest,0,0,1,1
1,illegal,0,0,1,1
1,internal,1,0,0,1
1,joyously,0,0,1,1
1,la,0,0,1,1
1,lawmaker,0,0,1,1
1,los,0,0,1,1
1,louis,0,0,1,1
1,malay,0,0,1,1
1,mighty,0,0,1,1
1,parity,1,0,0,1
1,pearson,0,0,1,1
1,persistence,0,0,1,1
1,pour,0,0,1,1
1,presence,0,0,1,1
1,prince,0,0,1,1
1,pursue,0,0,1,1
1,recover,0,0,1,1
1,restock,0,0,1,1
1,rob,0,0,1,1
1,roosevelt,0,0,1,1
1,roseate,0,0,1,1
1,rush,0,0,1,1
1,scotia,0,0,1,1
1,simply,0,0,1,1
1,sit,0,0,1,1
1,skeleton,0,0,1,1
1,slowly,0,0,1,1
1,spoonbill,0,0,1,1
1,stewardship,0,1,0,1
1,stone,0,0,1,1
1,strictly,0,0,1,1
1,suppose,0,0,1,1
1,tale,0,0,1,1
1,taxation,1,0,0,1
1,terrible,0,0,1,1
1,thereof,0,0,1,1
1,thylacine,0,0,1,1
1,traffic,0,0,1,1
1,uganda,0,0,1,1
1,unfortunate,0,0,1,1
1,utmost,0,0,1,1
1,vigorous,0,0,1,1
1,weed,0,0,1,1
1,withdrawal,1,0,0,1
1,wool,0,0,1,1
1,acquaintance,0,0,1,1
1,advise,0,0,1,1
1,advocate,0,0,1,1
1,amortisation,1,0,0,1
1,apathy,0,0,1,1
1,arrive,0,0,1,1
1,beef,0,0,1,1
1,behalf,0,0,1,1
1,behold,0,0,1,1
1,belly,0,0,1,1
1,bloody,0,0,1,1
1,broke,1,0,0,1
1,brush,0,0,1,1
1,bryan,0,0,1,1
1,bunting,0,0,1,1
1,burchell,0,0,1,1
1,burma,0,0,1,1
1,bush,0,0,1,1
1,capitalization,1,0,0,1
1,caterpillar,0,0,1,1
1,chickadee,0,0,1,1
1,closely,0,0,1,1
1,clover,0,0,1,1
1,commonwealth,0,0,1,1
1,constantly,0,0,1,1
1,continental,0,0,1,1
1,correct,0,0,1,1
1,coupon,1,0,0,1
1,cry,0,0,1,1
1,curator,0,0,1,1
1,curious,0,0,1,1
1,dare,0,0,1,1
1,deduction,1,0,0,1
1,definite,0,0,1,1
1,dense,0,0,1,1
1,dictate,0,0,1,1
1,doom,0,0,1,1
1,downy,0,0,1,1
1,drastic,0,0,1,1
1,eland,0,0,1,1
1,evil,0,0,1,1
1,expose,0,0,1,1
1,extreme,0,0,1,1
1,fairfield,0,0,1,1
1,fancy,0,0,1,1
1,fierce,0,0,1,1
1,g.o,0,0,1,1
1,gas,1,0,0,1
1,giant,0,0,1,1
1,gilbert,0,0,1,1
1,guadeloupe,0,0,1,1
1,hamilton,0,0,1,1
1,hardware,0,1,0,1
1,hon,0,0,1,1
1,hound,0,0,1,1
1,impeyan,0,0,1,1
1,inexorable,0,0,1,1
1,injure,0,0,1,1
1,interior,0,0,1,1
1,jacksnipe,0,0,1,1
1,keen,0,0,1,1
1,lawyer,0,0,1,1
1,lb,0,0,1,1
1,macaw,0,0,1,1
1,madison,0,0,1,1
1,mankind,0,0,1,1
1,mere,0,0,1,1
1,minute,0,0,1,1
1,monitor,0,1,0,1
1,morrow,0,0,1,1
1,mud,0,0,1,1
1,multiplier,1,0,0,1
1,neglect,0,0,1,1
1,neutral,1,0,0,1
1,newfoundland,0,0,1,1
1,notable,0,0,1,1
1,orleans,0,0,1,1
1,pamphlet,0,0,1,1
1,pile,0,0,1,1
1,plateau,0,0,1,1
1,positively,0,0,1,1
1,precisely,0,0,1,1
1,probable,0,0,1,1
1,ptarmigan,0,0,1,1
1,putting,0,0,1,1
1,ranchmen,0,0,1,1
1,ravage,0,0,1,1
1,regulatory,1,0,0,1
1,restore,0,0,1,1
1,retail,1,0,0,1
1,rhode,0,0,1,1
1,scholar,0,1,0,1
1,sentimental,0,0,1,1
1,slay,0,0,1,1
1,slender,0,0,1,1
1,startle,0,0,1,1
1,stay,0,0,1,1
1,swamp,0,0,1,1
1,tangible,1,0,0,1
1,teal,0,0,1,1
1,thickly,0,0,1,1
1,thread,0,0,1,1
1,thrive,0,0,1,1
1,to,0,0,1,1
1,transplant,0,0,1,1
1,transplantation,0,0,1,1
1,tremendous,0,0,1,1
1,trifle,0,0,1,1
1,turtle,0,0,1,1
1,uncertain,0,0,1,1
1,victory,0,0,1,1
1,waggon,0,0,1,1
1,wallet,1,0,0,1
1,winchester,0,0,1,1
1,zoology,0,0,1,1
1,accuracy,0,0,1,1
1,adjacent,0,0,1,1
1,adjustment,1,0,0,1
1,angeles,0,0,1,1
1,assert,0,0,1,1
1,astonish,0,0,1,1
1,attitude,0,0,1,1
1,autoloading,0,0,1,1
1,automobile,0,0,1,1
1,baird,0,0,1,1
1,berry,0,0,1,1
1,bluebird,0,0,1,1
1,brant,0,0,1,1
1,buckland,0,0,1,1
1,cheerfully,0,0,1,1
1,cincinnati,0,0,1,1
1,climb,0,0,1,1
1,clothe,0,0,1,1
1,collaborative,0,1,0,1
1,colonist,0,0,1,1
1,commodity,1,0,0,1
1,comparatively,0,0,1,1
1,criminal,0,0,1,1
1,curculio,0,0,1,1
1,deliberately,0,0,1,1
1,delight,0,0,1,1
1,depository,1,0,0,1
1,destructiveness,0,0,1,1
1,dik,0,0,1,1
1,discharge,0,0,1,1
1,discuss,0,0,1,1
1,eater,0,0,1,1
1,everlasting,0,0,1,1
1,exceed,0,0,1,1
1,fat,0,0,1,1
1,fawn,0,0,1,1
1,forestry,0,0,1,1
1,frequent,0,0,1,1
1,gang,0,0,1,1
1,gender,0,1,0,1
1,grain,0,0,1,1
1,grub,0,0,1,1
1,harm,0,0,1,1
1,heaven,0,0,1,1
1,herder,0,0,1,1
1,ill,0,0,1,1
1,imagine,0,0,1,1
1,induce,0,0,1,1
